"Species","source","Sex_sys","mean_diam","sd_diam","cv_diam","min_diam","max_diam","mean_polanth","sd_polanth","cv_polanth","min_polanth","max_polanth","n","anth_msd","diam_msd"
"Stipa columbiana","JF2001","hermaphroditic",28.5365486737835,1.33241196727977,0.0466914195725379,26.5174384721355,30.0889761752398,673.048148148147,386.86886694374,0.574801175827,144.37037037037,1336.33333333333,10,"673 ± 387","28.5 ± 1.3"
"Amaranthus retroflexus","CS2021","monoecious",24.7228110318763,1.67012457444693,0.0675539918293902,21.9172343621785,28.1492792290705,2648.33333333333,618.430510483026,0.233516869911778,1466.66666666667,3733.33333333333,16,"2648 ± 618","24.7 ± 1.7"
"Ambrosia artemisiifolia","JF2004","monoecious",17.8689077569209,0.383104436292935,0.0214397232054966,17.4410948763155,19.0321055497794,741.455525168173,391.087067613999,0.527458565401201,227.619047619048,1532.35714285714,19,"741 ± 391","17.9 ± 0.4"
"Carex communis","JF2004","monoecious",25.0353842008626,0.823364367249903,0.0328880260292364,23.1977643234219,26.1074629710491,618.029122158567,88.450127688092,0.14311643985184,507.05,776.142857142857,16,"618 ± 88","25 ± 0.8"
"Carex hirtifolia","JF2004","monoecious",25.2155418314007,0.391197402110186,0.0155141382535366,24.6683182855218,26.0711272832682,664.690280469468,152.154758709893,0.228910762170958,364.842105263158,949.657894736842,18,"665 ± 152","25.2 ± 0.4"
"Carex pedunculata","JF2004","monoecious",24.6382478777607,0.729540231402539,0.0296100694749907,23.2281022218831,25.9708036498088,524.525227178111,125.916657529569,0.240058344203933,334.744680851064,909.135135135135,18,"525 ± 126","24.6 ± 0.7"
"Carex plantaginea","JF2004","monoecious",27.0266178835186,0.201657570084294,0.00746144304675536,26.7505925990338,27.2304848023051,1006.2676949679,114.985404453172,0.114269199963575,872.408163265306,1128.75238095238,4,"1006 ± 115","27 ± 0.2"
"Carex stipata","JF2004","monoecious",24.5910199729716,0.751651457944099,0.0305660952156621,23.8057437694079,26.7029288322387,415.208720485863,73.196280102332,0.176287916151376,255.727272727273,567.8,35,"415 ± 73","24.6 ± 0.8"
"Rumex crispus","JF2004","monoecious",24.0546662875141,0.558400408940243,0.0232138081761744,23.048109613567,24.8501187011164,757.5675,166.154098706029,0.219325800943189,499,1102.5,20,"758 ± 166","24.1 ± 0.6"
"Scirpus microcarpus","JF2004","monoecious",22.7990705400119,0.4336824378101,0.0190219349972621,21.9711166101277,23.4449145233705,169.000973788298,63.6574414991053,0.376669081083798,109.451612903226,333.761904761905,14,"169 ± 64","22.8 ± 0.4"
